customer_id,age,income,education,employment_years,credit_score,debt_to_income_ratio,existing_loans,savings_balance,mortgage_balance,loan_amount_requested,years_at_current_address,number_of_credit_cards,late_payments_6m,bankruptcies,marital_status,dependents,home_ownership,loan_approved,approval_probability
CUST_029348,67,49594.77,Bachelor,1.5,562,0.21,3,15883.83,203957.24,22146.99,2.3,4,1,0,Married,0,Mortgage,0,0.403
CUST_016256,24,44707.75,Bachelor,2.0,592,0.376,1,6542.24,332863.06,19736.52,11.8,3,1,0,Widowed,0,Own,0,0.393
CUST_002667,33,39243.85,Some College,2.6,627,0.342,2,17689.89,630876.52,21778.79,3.2,1,0,0,Single,0,Mortgage,0,0.396
CUST_026294,35,38376.71,High School,2.5,376,0.515,0,15176.98,168869.51,22626.39,3.0,3,0,0,Single,0,Rent,0,0.333
CUST_013162,22,40184.82,Bachelor,0.0,542,0.313,2,2075.85,53961.62,33233.83,2.5,1,0,0,Divorced,2,Own,1,0.346
CUST_021306,66,20000.0,High School,0.3,581,0.211,0,12506.84,21672.24,4875.11,0.2,3,2,0,Single,0,Rent,1,0.362
CUST_045037,29,45543.94,Some College,7.0,693,0.396,4,2832.85,0.0,10695.48,15.1,2,0,0,Single,0,Mortgage,1,0.353
CUST_019773,31,107414.91,Some College,5.1,549,0.387,2,14473.02,162507.54,9809.28,0.4,3,1,0,Single,1,Rent,0,0.439
CUST_049170,39,99268.12,Bachelor,2.4,713,0.14,1,38429.27,95410.73,53600.92,0.2,3,0,0,Married,2,Mortgage,1,0.503
CUST_037769,24,47893.27,Bachelor,2.0,787,0.281,2,29583.94,17958.91,3428.03,2.3,4,0,0,Married,3,Mortgage,1,0.472
CUST_049085,66,39375.69,Bachelor,11.7,641,0.354,1,13839.88,240861.44,8183.91,4.6,2,0,0,Single,0,Own,0,0.427
CUST_036404,56,116459.17,High School,7.8,606,0.334,0,3149.92,404733.59,45145.45,1.5,5,1,0,Married,2,Mortgage,1,0.47
CUST_002650,53,174804.8,High School,17.3,708,0.205,1,107913.32,14620.07,100000.0,7.4,3,1,0,Single,2,Mortgage,0,0.515
CUST_047721,29,61186.14,Some College,4.6,517,0.454,1,35292.43,40601.81,3322.32,0.6,4,0,1,Married,1,Own,1,0.196
CUST_040242,37,104485.99,Bachelor,5.1,747,0.275,1,11208.3,193274.54,53084.7,13.1,0,1,0,Married,0,Mortgage,1,0.514
CUST_018157,60,76771.81,High School,5.1,699,0.542,1,58595.0,452027.31,51238.18,3.2,1,2,0,Married,2,Mortgage,0,0.456
CUST_022294,40,32561.16,Master,18.0,586,0.184,3,5748.88,533477.06,14862.48,0.4,3,0,0,Single,2,Mortgage,1,0.413
CUST_011454,39,28997.67,Some College,17.0,812,0.331,2,1541.85,0.0,4785.74,5.0,1,0,1,Single,0,Rent,0,0.236
CUST_035322,52,31373.76,High School,16.3,629,0.228,4,18963.84,0.0,2342.78,11.0,1,0,0,Single,0,Mortgage,0,0.338
CUST_007896,29,20000.0,Master,7.0,585,0.334,1,979.71,0.0,2980.44,2.1,2,0,0,Divorced,0,Mortgage,0,0.373
CUST_033104,46,32932.44,Bachelor,24.0,675,0.274,1,3511.79,0.0,24281.89,1.0,4,0,0,Single,1,Own,1,0.417
CUST_004655,46,164630.61,Some College,24.0,752,0.169,1,49348.47,37760.33,42598.33,21.3,6,0,0,Married,0,With Parents,1,0.54
CUST_043731,29,33306.56,Some College,4.6,753,0.385,5,992.38,28778.87,26157.2,9.3,2,0,1,Divorced,0,Mortgage,0,0.166
CUST_011226,42,29554.36,Some College,17.2,632,0.139,1,1752.1,105118.78,15738.3,1.0,1,0,0,Single,1,Mortgage,1,0.425
CUST_025032,33,40576.51,Bachelor,2.5,530,0.308,3,701.46,0.0,4430.07,0.3,4,1,0,Married,2,Rent,0,0.374
CUST_011756,53,96431.06,Some College,5.9,795,0.432,2,15893.84,3048.37,27254.15,1.1,3,0,0,Single,0,Mortgage,1,0.519
CUST_033780,51,46653.95,Master,7.9,552,0.421,4,12929.32,0.0,3615.06,0.1,4,0,0,Single,0,With Parents,1,0.317
CUST_035016,34,67304.59,Some College,2.3,784,0.145,2,20977.11,0.0,31676.83,15.3,4,1,0,Divorced,2,With Parents,1,0.512
CUST_031046,23,45972.46,High School,1.0,631,0.335,2,19503.29,0.0,2735.92,0.2,6,0,0,Married,2,Own,0,0.409
CUST_028720,67,45099.93,High School,11.3,568,0.28,0,19069.63,0.0,19547.77,0.8,0,0,0,Single,0,Mortgage,0,0.417
CUST_000017,67,37798.25,Master,9.8,670,0.497,2,17023.3,82804.97,26854.57,0.6,1,0,0,Single,0,Mortgage,0,0.404
CUST_008513,68,46381.78,Some College,9.4,719,0.309,0,2412.7,788.31,42685.52,1.3,5,0,0,Widowed,0,Rent,1,0.439
CUST_049994,69,53952.87,Master,1.7,735,0.17,2,15223.73,20145.47,44739.02,2.6,2,1,0,Married,1,Mortgage,1,0.448
CUST_015404,51,75993.29,High School,0.1,697,0.463,2,29505.56,0.0,20673.61,0.0,2,1,0,Married,0,Mortgage,1,0.461
CUST_018746,53,32075.86,Bachelor,2.5,567,0.249,1,834.08,3330.45,1000.0,1.0,1,1,1,Single,0,Own,0,0.189
CUST_010172,62,56391.34,Some College,3.5,465,0.604,0,6253.99,4023.91,9676.78,5.5,4,1,0,Widowed,2,Mortgage,0,0.363
CUST_003155,22,29493.37,Some College,0.0,515,0.183,3,31403.67,0.0,3988.15,7.8,4,1,1,Single,2,Rent,0,0.178
CUST_044234,39,45422.28,Some College,2.4,559,0.267,2,17322.07,0.0,6005.82,2.7,1,1,0,Widowed,1,Rent,0,0.394
CUST_019815,30,60679.84,Bachelor,4.6,632,0.311,3,7307.75,124375.07,8953.74,5.5,1,0,1,Married,2,Own,0,0.222
CUST_042131,24,79410.82,High School,2.0,799,0.244,3,2272.09,0.0,18945.2,5.1,1,0,1,Single,1,Mortgage,0,0.263
CUST_045957,66,50302.95,Bachelor,2.8,598,0.143,5,226.57,738689.51,4988.18,7.8,5,2,0,Single,0,Rent,1,0.341
CUST_045933,62,21851.55,Bachelor,21.5,666,0.332,2,12756.69,205051.13,1000.0,15.9,1,0,0,Single,2,Rent,1,0.412
CUST_034564,31,32851.38,High School,3.8,546,0.293,0,12502.49,286593.17,28612.83,2.5,2,1,0,Single,0,Mortgage,1,0.348
CUST_043182,49,42341.44,Some College,5.0,835,0.434,1,14526.54,0.0,14488.72,1.0,0,0,0,Single,1,Rent,0,0.475
CUST_000627,60,139888.02,High School,2.0,655,0.139,2,68307.15,0.0,2811.97,2.1,4,0,0,Single,0,With Parents,0,0.487
CUST_004468,22,31746.47,Bachelor,0.0,527,0.272,0,16481.54,0.0,1000.0,0.2,3,1,0,Single,1,Rent,0,0.355
CUST_004071,63,173347.77,Bachelor,0.5,846,0.31,0,14131.57,74234.59,72195.31,0.5,2,1,0,Married,2,Rent,0,0.532
CUST_038681,53,36501.81,Bachelor,10.7,525,0.148,2,3575.82,0.0,22220.38,0.0,4,0,0,Single,1,Mortgage,0,0.391
CUST_036828,40,62342.49,High School,10.4,822,0.131,4,14450.91,0.0,86841.26,3.8,1,0,0,Married,3,Own,0,0.403
CUST_033326,66,42834.83,Master,5.9,789,0.224,2,6267.97,0.0,22194.73,6.2,3,0,0,Married,0,Mortgage,0,0.479
CUST_001791,67,54604.27,Bachelor,1.6,582,0.269,2,1827.37,0.0,18026.51,1.5,0,1,1,Married,1,Mortgage,0,0.206
CUST_032119,44,37647.9,Master,16.5,696,0.497,0,2823.07,126837.73,1000.0,3.6,5,2,0,Single,1,Mortgage,1,0.43
CUST_030846,58,82085.18,PhD,15.8,806,0.417,4,7463.59,0.12,7505.53,5.0,3,1,0,Divorced,0,Own,1,0.429
CUST_026434,44,45629.32,Bachelor,8.7,402,0.395,3,19061.75,0.0,12882.81,1.1,3,0,0,Single,0,Rent,0,0.381
CUST_033737,62,61383.64,Bachelor,10.6,703,0.366,0,4460.54,122892.42,2373.19,6.5,3,0,0,Married,0,Rent,0,0.479
CUST_009196,48,46191.75,Master,5.9,592,0.305,0,9235.52,23118.72,27774.49,5.2,2,0,0,Married,0,With Parents,0,0.403
CUST_001737,50,20000.0,High School,0.4,544,0.276,1,4610.83,4569.05,6399.18,14.3,0,0,0,Divorced,0,Rent,1,0.345
CUST_009992,43,67660.97,High School,9.8,784,0.275,2,826.46,82071.82,36182.68,0.0,1,0,0,Single,1,Mortgage,0,0.519
CUST_018392,66,93583.72,High School,3.2,634,0.258,3,88394.4,0.0,34357.5,3.7,6,1,0,Widowed,1,Rent,0,0.473
CUST_042431,45,35587.47,High School,0.7,753,0.149,4,7871.71,0.0,16248.61,7.3,0,1,0,Divorced,1,Mortgage,0,0.36
CUST_004297,59,66752.71,Bachelor,1.6,667,0.19,3,3726.18,0.0,12159.74,4.2,2,0,0,Married,0,Rent,1,0.466
CUST_019000,28,84162.01,Bachelor,2.4,550,0.11,1,21697.45,0.0,8279.36,13.6,2,0,0,Married,1,Rent,0,0.455
CUST_020843,32,99392.21,Master,8.3,561,0.186,1,30702.21,4743.66,24371.11,2.5,0,2,0,Single,0,Mortgage,1,0.47
CUST_004775,40,73355.66,Master,2.3,551,0.347,1,46691.8,250418.82,22859.41,2.4,4,0,0,Single,1,Rent,0,0.425
CUST_039439,61,30826.59,Bachelor,12.0,559,0.314,1,6625.67,384650.42,14554.58,2.0,5,0,0,Single,0,Mortgage,0,0.39
CUST_030596,60,29842.57,Bachelor,2.2,682,0.364,1,41609.77,45039.82,3961.92,9.6,2,0,0,Married,0,Own,0,0.403
CUST_043260,36,31480.24,Bachelor,5.5,752,0.304,2,1945.6,357813.85,1000.0,12.4,2,1,0,Single,0,Rent,1,0.444
CUST_026328,58,65108.93,Bachelor,4.3,603,0.161,0,286.45,0.0,4809.76,4.2,3,0,0,Married,0,Mortgage,0,0.452
CUST_044467,39,49146.96,Bachelor,17.0,577,0.66,0,8317.34,184917.97,2649.83,4.6,1,0,0,Single,1,Rent,1,0.393
CUST_000485,28,23669.01,Bachelor,6.0,637,0.15,0,7026.18,115570.84,10943.3,4.1,3,2,0,Married,0,Own,1,0.409
CUST_041715,69,51074.36,Some College,13.5,553,0.188,0,35260.51,116614.74,17349.21,0.4,3,0,0,Single,1,Own,1,0.429
CUST_037909,69,71128.43,Bachelor,1.4,613,0.266,3,39513.98,35361.62,14768.31,5.7,2,0,0,Married,0,Rent,0,0.447
CUST_013276,28,100627.63,PhD,5.1,646,0.352,2,36492.04,75719.79,5592.54,3.1,3,0,0,Single,0,Mortgage,1,0.474
CUST_043371,57,31035.14,Bachelor,31.3,801,0.228,2,14004.6,202276.48,1989.91,11.9,1,1,0,Married,1,Mortgage,1,0.48
CUST_036847,44,24200.75,Master,22.0,695,0.121,0,1641.07,62832.43,5965.2,0.5,3,1,0,Married,0,Mortgage,0,0.443
CUST_030107,33,28164.45,Master,2.8,674,0.314,5,10086.52,0.0,2657.72,9.9,3,0,0,Married,3,Mortgage,1,0.323
CUST_022568,59,61883.12,High School,15.7,475,0.474,1,6326.21,63096.77,21095.67,14.3,4,3,0,Married,1,Mortgage,0,0.282
CUST_025557,28,55797.3,High School,6.0,700,0.237,1,13465.68,0.0,8790.01,7.7,3,0,0,Divorced,1,Mortgage,1,0.47
CUST_039917,50,21502.54,Master,14.7,740,0.417,2,7683.19,0.0,4475.52,2.4,3,3,0,Single,0,Mortgage,0,0.3
CUST_009565,68,82577.8,Some College,3.2,569,0.384,2,7178.95,0.0,100000.0,2.5,4,1,0,Divorced,0,Mortgage,1,0.405
CUST_019294,64,60574.54,Bachelor,8.1,452,0.212,1,8342.85,0.0,1419.54,4.6,5,0,0,Divorced,1,Mortgage,0,0.418
CUST_023933,46,20000.0,Bachelor,10.4,582,0.148,2,4315.77,0.0,4752.31,1.3,3,1,1,Married,0,Mortgage,0,0.198
CUST_027597,43,62069.04,Master,8.4,583,0.185,1,51824.22,0.0,32991.95,1.7,2,0,0,Single,2,Mortgage,0,0.448
CUST_017360,31,20000.0,High School,5.1,564,0.376,2,8416.13,0.0,1457.08,3.3,5,1,0,Married,2,With Parents,1,0.356
CUST_037901,42,107457.89,High School,3.7,722,0.724,2,131599.4,0.0,15787.7,3.1,3,0,0,Married,1,Own,1,0.463
CUST_024399,51,52956.07,Bachelor,16.6,723,0.267,0,8249.21,113236.34,7844.26,2.4,2,0,1,Married,1,Mortgage,0,0.241
CUST_032027,64,32430.44,Master,5.0,467,0.6,1,9210.34,0.0,1426.77,3.8,3,1,0,Married,0,Mortgage,1,0.333
CUST_028950,60,20000.0,High School,0.8,775,0.29,1,4242.17,53818.84,1550.07,12.1,4,0,0,Married,1,Mortgage,0,0.422
CUST_039876,49,76463.85,Bachelor,0.9,585,0.524,3,15203.06,0.0,1000.0,5.9,9,0,0,Single,0,With Parents,0,0.421
CUST_048230,42,300000.0,Some College,16.1,680,0.378,1,78790.99,53296.04,53830.55,6.6,1,0,0,Married,1,Rent,0,0.498
CUST_026740,22,43380.91,Bachelor,0.0,474,0.32,2,10483.93,60780.28,12458.21,2.2,3,0,0,Married,0,With Parents,0,0.359
CUST_038881,46,20000.0,PhD,2.9,532,0.173,3,15865.05,364433.49,3056.46,2.0,5,0,0,Divorced,0,Own,1,0.357
CUST_008691,45,112948.51,Some College,15.8,744,0.254,0,26503.11,180583.75,47121.96,1.7,4,1,0,Single,2,Mortgage,0,0.53
CUST_029223,56,153061.65,Bachelor,17.2,622,0.657,2,25870.55,114635.27,100000.0,0.8,3,0,0,Single,2,Own,0,0.44
CUST_018749,48,22645.5,Master,12.3,540,0.18,4,14345.31,40067.43,19125.84,2.7,1,0,0,Married,0,Rent,0,0.288
CUST_033380,51,91552.31,High School,6.0,602,0.21,2,33137.15,0.0,72501.46,0.9,4,0,0,Married,1,Rent,1,0.453
CUST_000769,37,20000.0,Bachelor,10.0,672,0.275,1,979.21,261736.23,1000.0,5.5,0,2,0,Married,2,Own,0,0.416
CUST_028383,59,20000.0,Bachelor,3.6,712,0.554,2,5947.42,50784.16,6154.16,0.4,0,0,0,Divorced,2,Own,1,0.386
CUST_043563,69,66698.7,High School,13.4,660,0.142,0,6054.76,0.0,16310.74,2.1,2,2,0,Single,1,Mortgage,0,0.492
CUST_024420,23,20000.0,PhD,1.0,521,0.393,2,13222.8,0.0,4798.91,17.6,1,0,0,Single,2,Rent,0,0.328
CUST_049390,65,45853.75,High School,3.9,746,0.387,0,789.63,0.0,1141.13,7.1,0,0,0,Widowed,3,Mortgage,0,0.451
CUST_014699,48,101457.65,Bachelor,3.2,837,0.402,1,25400.55,0.0,5859.61,0.0,3,0,0,Single,1,Mortgage,0,0.528
CUST_031454,22,26073.32,Master,0.0,793,0.528,2,880.99,0.0,20798.86,2.9,2,0,0,Single,0,Mortgage,0,0.392
CUST_035919,38,66168.24,Master,6.7,510,0.26,1,29629.34,34984.86,30756.15,0.8,7,0,0,Single,0,Own,1,0.421
CUST_046931,28,23795.63,Bachelor,2.5,615,0.556,0,10602.78,0.0,5644.25,1.2,4,1,0,Single,2,Mortgage,0,0.356
CUST_019759,35,84474.79,Bachelor,10.6,570,0.332,1,95898.91,111518.62,42796.66,9.7,2,0,0,Single,0,Rent,0,0.464
CUST_033221,31,186991.42,Bachelor,9.0,514,0.4,2,22998.33,0.0,49618.53,4.1,3,1,0,Widowed,0,Own,1,0.437
CUST_041742,45,153759.34,High School,4.0,725,0.322,1,1059.74,109935.99,27532.24,1.4,3,0,0,Married,0,Rent,1,0.5
CUST_031677,49,84125.04,Bachelor,0.2,609,0.37,0,7604.12,13984.81,30980.98,2.5,2,0,0,Married,0,Mortgage,1,0.446
CUST_028544,58,50000.59,Some College,2.0,503,0.366,2,8117.93,0.0,9595.54,2.8,3,1,0,Married,0,Mortgage,0,0.372
CUST_015144,48,82561.06,High School,3.1,520,0.375,0,131633.95,0.0,1585.63,0.2,3,0,0,Married,0,With Parents,1,0.424
CUST_002681,49,86498.75,High School,14.2,802,0.319,0,90525.72,236474.5,41324.24,0.6,3,1,0,Married,0,Own,0,0.544
CUST_004227,58,60725.66,High School,4.0,522,0.35,2,630.55,359728.3,13020.73,10.7,1,1,0,Single,2,Rent,0,0.401
CUST_013192,41,72630.41,High School,0.7,797,0.331,1,25422.84,250729.85,4891.51,1.3,3,1,0,Married,2,With Parents,1,0.503
CUST_023326,59,35150.65,PhD,5.2,452,0.131,2,4416.14,1000000.0,7285.39,2.9,2,0,0,Single,0,With Parents,1,0.379
CUST_026335,50,54919.6,Bachelor,1.6,697,0.491,0,1041.3,0.0,12409.42,4.2,1,4,0,Single,0,Mortgage,0,0.302
CUST_043200,67,65346.83,Some College,6.0,558,0.217,0,4985.92,441.16,36255.4,0.4,2,1,0,Single,2,Mortgage,0,0.432
CUST_042309,65,36221.53,High School,7.3,669,0.294,1,190.31,114784.28,14539.55,0.5,1,1,0,Married,1,Rent,0,0.429
CUST_046671,64,129392.39,High School,5.9,695,0.363,2,35809.43,0.0,7138.94,0.3,1,0,0,Single,0,Mortgage,0,0.492
CUST_027535,51,89196.1,Some College,18.3,670,0.244,3,1821.14,236250.26,6557.0,2.2,1,1,0,Married,0,Rent,0,0.506
CUST_046575,25,24292.59,Some College,0.5,707,0.471,1,3475.08,0.0,1000.0,0.4,3,1,0,Married,1,Rent,0,0.389
CUST_039331,40,69448.82,Some College,2.8,711,0.31,0,15386.01,89310.24,13562.97,11.1,2,0,0,Divorced,1,Mortgage,0,0.478
CUST_030534,38,41684.28,Some College,3.5,603,0.257,1,27813.68,516722.98,4566.04,4.2,1,1,0,Married,0,Rent,1,0.407
CUST_035325,65,35756.63,Master,17.5,780,0.176,1,2906.7,13901.58,19314.74,12.0,3,1,0,Single,1,Rent,0,0.48
CUST_032175,42,140261.59,Master,1.2,574,0.266,4,10151.33,0.0,46085.7,2.8,5,0,0,Married,1,Mortgage,0,0.357
CUST_020978,45,74146.73,Bachelor,13.1,638,0.141,0,8070.81,94256.43,21075.33,2.5,2,0,0,Divorced,0,With Parents,0,0.496
CUST_034576,49,42378.48,High School,24.3,535,0.162,5,117.58,146627.95,18245.69,4.0,1,0,0,Married,0,Mortgage,0,0.33
CUST_003427,43,31144.81,Master,0.5,802,0.237,0,2823.37,376700.4,1000.0,0.6,2,0,0,Married,1,Own,0,0.451
CUST_025942,47,44688.15,Some College,5.5,611,0.377,3,9088.5,0.0,10344.25,8.4,4,1,0,Married,1,Rent,1,0.409
CUST_040949,54,39598.53,Bachelor,18.6,647,0.246,2,14624.99,541631.06,1000.0,8.3,2,0,0,Divorced,1,Own,1,0.439
CUST_010505,55,42806.04,Master,18.8,582,0.148,1,2219.26,0.0,14000.9,0.2,3,0,1,Married,2,Mortgage,0,0.215
CUST_009402,68,39482.84,High School,4.8,549,0.419,1,23505.13,104729.76,5807.52,2.9,4,2,0,Single,0,Mortgage,0,0.375
CUST_029515,28,68204.64,Some College,6.0,595,0.338,2,48570.67,0.0,10320.79,2.4,3,0,0,Single,1,Mortgage,0,0.444
CUST_016583,40,98931.73,Some College,8.4,522,0.167,3,48022.07,0.0,24556.12,2.6,3,0,0,Married,1,With Parents,1,0.458
CUST_038327,68,31293.43,High School,0.4,568,0.188,0,10096.98,502801.97,1000.0,3.6,2,0,0,Divorced,1,With Parents,0,0.377
CUST_023015,57,28135.55,Master,6.3,579,0.137,4,2533.24,116617.75,1000.0,18.2,1,0,0,Widowed,0,Mortgage,0,0.318
CUST_001924,48,22627.05,Some College,13.3,743,0.537,2,4065.28,46327.4,28863.12,11.8,1,0,0,Divorced,0,Mortgage,0,0.385
CUST_033340,61,23605.97,Bachelor,0.1,520,0.437,3,2659.77,112201.45,1911.69,3.5,5,0,0,Single,1,Own,1,0.327
CUST_019254,48,89301.27,Some College,4.0,850,0.207,1,1962.22,621321.06,44881.71,1.8,4,0,0,Married,0,Own,1,0.552
CUST_019811,55,99744.46,High School,19.5,572,0.174,0,1919.05,0.0,29407.81,7.5,5,0,0,Married,0,Rent,0,0.479
CUST_032284,63,153959.57,Bachelor,14.1,580,0.402,2,20310.87,99696.77,9641.13,9.0,2,0,0,Married,0,Rent,0,0.462
CUST_015600,56,20000.0,High School,0.8,529,0.359,0,8601.32,0.0,7214.48,1.1,5,0,0,Married,1,With Parents,0,0.333
CUST_027789,64,67337.07,High School,4.5,666,0.443,0,13487.88,0.0,21727.72,4.0,0,1,0,Single,0,Rent,1,0.452
CUST_000304,51,152297.87,Bachelor,2.8,718,0.387,1,3048.05,66431.43,14721.82,8.2,4,2,0,Single,1,With Parents,0,0.488
CUST_038858,66,22995.71,High School,3.6,615,0.289,1,780.75,32.63,2194.2,13.0,0,1,0,Married,0,Mortgage,0,0.381
CUST_020288,60,53659.56,High School,17.8,660,0.127,2,15062.95,0.0,24491.97,1.7,4,0,0,Married,1,Mortgage,0,0.474
CUST_048178,60,29159.6,Master,38.0,601,0.496,2,4900.63,67181.91,2919.17,7.6,0,1,0,Married,1,With Parents,1,0.386
CUST_008861,26,123046.82,Bachelor,4.0,477,0.332,4,2590.43,0.0,10005.92,5.8,0,1,0,Single,0,Rent,0,0.339
CUST_028148,36,78467.68,High School,2.8,650,0.302,4,5444.88,0.0,10508.84,1.6,4,0,0,Single,3,Mortgage,0,0.377
CUST_007820,38,55084.63,High School,15.3,826,0.438,2,21932.4,10843.21,1000.0,18.3,5,2,0,Divorced,1,Mortgage,1,0.505
CUST_041448,54,22857.25,Some College,3.6,769,0.309,1,6193.07,85478.31,1980.2,12.0,3,0,0,Single,0,Mortgage,0,0.431
CUST_043699,48,50119.5,Bachelor,2.2,639,0.319,0,3071.14,20398.13,20013.4,7.2,4,2,0,Single,0,Mortgage,1,0.422
CUST_026292,39,32916.88,Master,1.1,648,0.228,3,9832.4,171581.04,4204.86,3.9,1,0,0,Married,1,Own,1,0.405
CUST_024308,34,34302.87,Bachelor,2.0,632,0.637,1,20801.25,0.0,2499.98,5.3,1,0,0,Married,1,Mortgage,1,0.368
CUST_011523,24,50920.16,High School,1.7,710,0.19,2,11627.64,188725.1,26457.02,1.1,4,0,0,Married,0,Rent,1,0.455
CUST_045639,22,37164.93,Bachelor,0.0,610,0.262,3,20702.5,0.0,2571.26,0.4,1,0,0,Married,1,Rent,1,0.392
CUST_039562,65,59221.81,Bachelor,12.5,546,0.196,3,2790.02,0.0,5859.47,5.1,3,0,0,Married,0,Own,0,0.438
CUST_022640,52,76323.19,Some College,4.0,678,0.235,1,76321.74,0.0,9446.87,6.8,3,0,0,Single,2,Mortgage,1,0.487
CUST_047633,29,39885.78,Bachelor,3.1,569,0.22,1,8351.92,0.0,15032.21,10.0,3,0,0,Single,1,Mortgage,0,0.395
CUST_019876,67,48312.84,Master,8.4,507,0.312,3,1065.39,38594.89,2208.82,1.3,5,1,0,Married,3,Rent,1,0.394
CUST_004351,54,36788.7,Some College,3.5,642,0.509,1,14870.45,0.0,1000.0,4.8,4,0,0,Single,0,Mortgage,0,0.391
CUST_013484,28,20000.0,Bachelor,1.4,509,0.285,0,1516.81,0.0,7593.88,0.4,2,1,0,Married,1,Mortgage,1,0.335
CUST_007624,29,26312.56,Some College,2.0,649,0.333,1,1252.04,0.0,1826.8,1.5,3,0,0,Widowed,0,Rent,0,0.389
CUST_006165,52,40549.35,Master,12.8,603,0.172,2,4664.21,529668.75,1173.73,8.5,3,1,0,Married,2,Rent,0,0.432
CUST_010657,27,94878.38,Bachelor,5.0,696,0.49,2,29497.48,491189.96,5949.24,1.2,1,1,0,Married,1,Mortgage,0,0.479
CUST_039073,66,27180.96,High School,10.8,779,0.232,1,2732.35,114689.14,3814.96,7.8,0,0,0,Divorced,1,Rent,1,0.466
CUST_036272,47,49609.33,Bachelor,4.4,788,0.227,3,51412.84,165354.33,13789.12,12.8,3,1,0,Divorced,1,Own,0,0.486
CUST_037697,42,35237.23,Some College,13.9,660,0.448,2,17379.15,0.0,7695.98,5.2,1,0,0,Widowed,1,With Parents,1,0.419
CUST_019281,24,45440.13,Bachelor,0.7,573,0.181,5,5179.09,92614.11,3495.68,1.9,4,0,0,Married,0,Mortgage,1,0.321
CUST_001483,27,39574.73,Some College,0.4,653,0.455,2,2300.53,46135.49,11282.07,6.8,1,0,0,Married,0,With Parents,0,0.394
CUST_009553,38,66448.27,Some College,4.4,543,0.345,0,26514.77,60367.12,7551.79,4.8,3,1,0,Married,1,Rent,0,0.418
CUST_009683,62,68504.8,Bachelor,0.7,658,0.209,1,1070.0,0.0,9912.5,5.0,3,0,0,Married,0,Mortgage,0,0.461
CUST_018649,51,20000.0,High School,11.8,592,0.485,1,3633.31,83398.1,76124.03,2.3,0,0,0,Single,1,Rent,0,0.319
CUST_007974,50,49968.8,Bachelor,1.1,537,0.213,1,34250.19,0.0,13726.59,9.6,3,0,0,Married,0,Own,0,0.394
CUST_045904,29,54970.4,Some College,5.9,604,0.298,1,11007.87,16259.54,8200.28,8.6,2,0,0,Single,1,Mortgage,1,0.43
CUST_018213,39,109948.22,High School,8.8,635,0.592,3,858.16,148718.39,83350.46,2.7,3,1,0,Married,1,Own,1,0.44
CUST_033641,59,29081.6,Bachelor,9.2,552,0.333,5,2960.5,0.0,8423.07,9.8,5,2,0,Married,1,Mortgage,0,0.305
CUST_011609,63,180404.99,Bachelor,13.0,477,0.253,3,36083.69,0.0,5956.03,2.5,2,0,0,Widowed,0,Mortgage,0,0.448
CUST_022549,29,158536.32,High School,7.0,609,0.412,3,32817.94,125634.22,33250.86,0.6,2,0,0,Single,1,Rent,0,0.462
CUST_034672,51,61743.39,High School,9.1,761,0.404,1,2212.28,56997.87,3350.65,1.9,2,0,0,Married,1,Rent,0,0.493
CUST_005764,44,21967.62,PhD,1.9,597,0.429,0,4376.86,127694.15,4746.44,6.3,10,0,0,Single,0,Own,0,0.356
CUST_016971,67,20000.0,Some College,2.5,493,0.343,0,3535.53,0.0,25851.74,14.9,1,3,0,Married,0,Rent,1,0.206
CUST_009240,36,75540.86,High School,0.1,543,0.27,1,4806.96,425829.01,1000.0,1.0,2,2,0,Married,2,Rent,1,0.425
CUST_011466,66,61704.57,Bachelor,34.4,524,0.571,4,20107.28,59851.86,1785.57,3.6,1,1,0,Married,1,Mortgage,1,0.321
CUST_038741,50,117332.35,Some College,27.8,393,0.131,1,7504.63,0.0,100000.0,1.9,6,1,0,Married,0,Mortgage,0,0.435
CUST_034499,59,35702.42,Master,29.0,604,0.333,0,1468.57,0.0,1533.98,4.5,4,0,0,Married,1,Own,0,0.411
CUST_045182,31,45696.66,Master,0.8,711,0.355,3,65837.57,0.0,15096.08,3.4,2,0,0,Single,0,Mortgage,1,0.433
CUST_028416,54,97057.8,Some College,0.6,666,0.345,0,11266.79,243230.75,91245.15,2.1,3,2,0,Married,0,Mortgage,0,0.441
CUST_041351,49,32590.66,High School,1.5,629,0.594,0,11127.29,0.0,4516.14,0.3,2,0,0,Single,0,Mortgage,1,0.367
CUST_042401,26,90975.95,Master,0.3,808,0.268,1,1017.5,3142.81,2350.94,3.7,2,0,0,Single,1,Mortgage,0,0.522
CUST_027146,64,20000.0,Master,0.4,698,0.289,0,11788.05,63283.64,1766.17,10.2,5,1,0,Married,1,Rent,0,0.395
CUST_029673,44,124576.97,PhD,7.9,542,0.377,2,36749.02,58985.91,14277.87,2.1,2,0,0,Married,0,With Parents,1,0.445
CUST_009311,25,64789.37,Some College,3.0,578,0.525,2,11957.41,357248.15,3828.13,0.2,3,0,0,Single,1,Own,0,0.408
CUST_006952,63,29140.82,Master,7.9,480,0.329,0,32742.98,0.0,3335.65,10.3,1,0,0,Married,1,With Parents,1,0.361
CUST_048705,29,136809.21,Some College,0.7,661,0.496,1,31299.05,3948.29,1000.0,4.1,3,1,0,Single,1,Rent,0,0.453
